,text,label,category
180,".Striving only 2B first is a worthless objective.', '??~tl #OpenMind 2 #seek #perspective then #observe #question.",False,normal
181,"Really, really disappointed that .Channel4 has gone for such appalling class stereotyping on this year?s #TheIsland.', 'Pre.",False,normal
182,"Really happy to see more members speaking about antisemitism, admitting that there is an issue and that it is something we can.",False,normal
183,"What an inspiration.', 'Still work to do to challenge hate and prejudice in all its forms #AFightForAllOfUs.",False,normal
184,"Where am I stereotyping any gay men?', 'I said I b.",False,normal
185,"Ever been called a discriminatory name or racial slur?', 'I have.', 'Ever dealt w/ bullying or prejudice due to your race, gen.",False,normal
186,"Yes and so do I. I care about all prejudice, as.",False,normal
187,"Just a reminder about the AccentismProj, set up to collect, share and highlight stories of language-based prejudice, disc.",False,normal
188,"Finally!', 'Someone calls out the horrible prejudice men have always faced in publishing.', 'Oh, wait..",False,normal
189,"Travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts.', 'Broad,.",False,normal
190,pride and prejudice.,False,normal
191,"Before Labour can credibly confront the prejudice of others, it must purge itself of bigots, racists and fools.', 'The NS Le.",False,normal
192,It's hard to pin it down to one thing. There are literally dozens. Treatment of gold star],False,normal
193,realDonaldTrump In the past Trump just fired anyone willing to stand up to his bullying. Now he faces the Resistan],False,normal
194,DNA tests would never be an accurate measurement of IQ. Environment and other factors just as import],False,normal
195,"Attorneys: Nebraska death row inmate John Lotter's IQ too low for execution via .owhnews""",False,normal
196,For the low IQ this is not a statement justifying the shooter. It is just a statement of fact.',False,normal
197,World average IQ is declining because third world has more babies than Europe and NE Asia. Low IQ immigration has reverse,False,normal
198,"realDonaldTrump Yet again, the Needle D**k Don babbles about a topic on which he knows nothing. But... ]",False,normal
199,East Asians have a marginally higher IQ than Whites - my suggestion is the importance of numerolog],False,normal
200,I didn't deliberately misunderstand anything. Also you don't know],False,normal
201,"No, its because they have low IQ. And how gross that you would excuse murdering someone.",False,normal
202,"because their ideology trumps humans,it amazes me.",False,normal
203,"You don?t want to hear someone speak don?t go listen to them it?s that simple.', 'Lef.",False,normal
204,"Thanks for reminding me I'm just a ""cishetwhitemale.",False,normal
205," It says those who have an IQ of 120 or above can see 18 triangles.', 'I only saw 7 at first.",False,normal
206,"No.', 'almost all down syndrome people are completely dependent.', ""It's also not a little""]",False,normal
207,"How does he run away from his Cuban heritage?', 'He?s very proud of it.', 'Just beca.",False,normal
208,"Low average IQ populations you don't see too much violence among Gujarati Muslims""]",False,normal
209, seen new five star hotel built in just less than two yrs..?.,False,normal
210,"I think you are diminishing the problem by diminishing the people.', 'Not: of 15 members.",False,normal
211,Anyone who says shit about what Ainge has done is a low IQ individual..,False,normal
212,"surely you know why thats a problem.', 'the low variance captured in GWA IQ studies is social class diff.",False,normal
213,"You wouldn't be glorifying Saddam if you were a Shia or Kurd living under him Qasim Qadiani."", 'Comparing US Army wit.",False,normal
214,"Another low IQ tap dancing ball juggler that needs to shut his pie hole!', 'You have no clue on how to run anything bu.",False,normal
215," low IQ & crime.', 'simple.",False,normal
216,". .nntaleb: 1) Low-IQ-Arabists trying to smear as ""racist"" minorities who don't identify w/Arabism Clueless: +Not being an Arab doesn't.",False,normal
217,..shelteringwind .xeronius .theintercept Add low IQ conspiracy theorist to the mix.,False,normal
218,I think it's time to reclaim feminism from the radicals - those who try to diminish women's achievements by conflat,False,normal
219,"Every element of this is incorrect: ""women... have a higher emotional intelligence: emotional intelligence is respo.",False,normal
220,"If you're a guy who feels the #MeToo movement is preventing you from flirting, it's possible you were never actuall",False,normal
221,Lizzie McGuire invented feminism and destroyed gender stereotypes in a single episode wow.,False,normal
222," This is truly another ""peakterf""moment as trans-exclusionary radical feminists (TERFs) scrambled to delete all their assert.",False,normal
223,.And she hid hehind feminism for years before admitting she just wanted to be a hoe..we really had nothing against h.,False,normal
224,#HealTheWorldIn5Words Never Embrace Modern Day Feminism.,False,normal
225,"This is horrific, and yet horribly familiar.', 'To those of you still asking why we need feminism, THIS IS WHY..",False,normal
226,"Yeah I'm a gender critical feminist which is a lot like feminism except instead of feminism I bully children who don't conf""]",False,normal
227,my feminism.,False,normal
228,"Offset hates for a woman to feel like she needs a man.', 'He kinda invented feminism when you think about it..",False,normal
229,".Pshaw!', 'The great majority of feminists are either decievers, or self-decieved.', 'Feminism as a whole is a lying ent.",False,normal
230,"We love this!', 'Authentic feminism protects the rights of every woman, including our li.",False,normal
231,"My entire career has been focused on challenging male violence against women, exploitative systems like prostitution, th.",False,normal
232,My journey through feminism.,False,normal
233,"Here?s to noisy, opinionated women - may there be more of them.', '#feminism.",False,normal
234,"Oh  amp; the 1's that finally destroyed this app..the 1's who think they re practising feminism but actually being bitter wi""]",False,normal
235," Maybe her feminism comes from her silence.', 'I think the audience she appeals to is dif.",False,normal
236,"It?s not about gender ? it?s just about the best person for the job?..If someone uses this argument on you, maybe ask th",False,normal
237," TFM.', 'I love your videos.', 'I am a MGTOW and I am not arguing with you about the wumens.', 'My point is.",False,normal
238,"ArtisticFCUK | ARTs of BST | British Summer Time - Blue Sky Thoughts | BluePlanet ""CLASH of the TITANS"" (Gender Equality).",False,normal
239,"go to court for free expression of feminism ?Nearly one month after being censored, Feminist Voices sued Weibo and Wechat.",False,normal
240,Tech and Media moved to an unholy racist alliance that basically offered up the left and feminism an ?economy? for the pri.,False,normal
241,This is what a steady diet of feminism.,False,normal
242,"Why does the ?best person for the job? always seem to be a straight, white, middle-aged, middle-class man?', "".Anoosh.C's t""]",False,normal
243,Racism and feminism everywhere.,False,normal
244,.Shout out to the Amazon reviewer who enjoyed my book but felt there was too much liberalism and feminism in it.....,False,normal
245,"Shockingly, Iran is 2nd in the world for # of transitions bc homosexuality still carries the d.",False,normal
246,"HEY!', ""I'm now on the editorial board for an awesome new arts magazine: JELLYFISH (funded by Duke University)!"", 'If you a w.",False,normal
247,"People always ask me if I?m a feminist and I?m really not sure I can say I am.', 'Feminism is about wanting equality.', 'I?m ho.",False,normal
248,Third wave feminism is so bad for women it?s almost comical..,False,normal
249,"Louis didn't decide to add articles that talk about feminism, LGBT, Black Lives Matter, mental health, professional""]",False,normal
250,"A good sir is baptized.', 'Go forth and argue on the internet.', 'Gaming, atheism, feminism, and anime are your domain..",False,normal
251,"If you need retweets, stop recycling fake jokes and just tweet some fake woke stuff praising feminism..",False,normal
252,Nah vat is this tag team feminism ting going on.,False,normal
253,".Super excited for The Urgency of Intersectionality by Kimberl? Crenshaw!', '#therevolutionwillbeintersectional.",False,normal
254,"Diageo's Jane Walker whiskey - socially tone-deaf marketing also masquerading as philanthropy.""]",False,normal
255,"I can?t picture dating someone who?s not as socially aware as me.', 'y?all be dating people with passive notions towards police b.",False,normal
256,What to say when someone tries to mansplain away the gender pay gap .Anoosh.C.,False,normal
257,".Here?s to noisy, opinionated women - may there be more of them.', '#feminism.",False,normal
258,"""A New Gospel for Women: Katharine Bushnell and the Challenge of Christian Feminism"" .OUPAcademic.",False,normal
259,"Meg Wolitzer explores feminism and friendship in 'The Female Persuasion'"".",False,normal
260,".Race, religion and feminism in France:.",False,normal
261,"If it makes u feel any better, I'm a stupid brai",False,normal
262,"Lecture April 11, 5:30pm Joseph Winters ""Between the World and (Anti-) Blackness: Coates, Afro-pessimism, and the Ruptures.",False,normal
263,"MISS WHITE FEMINISM ?', 'LOKI?', 'WHERE?.",False,normal
264,"True but then what you are also saying is NOT feminism.', 'So it?s repulsive t.",False,normal
265,"If you're a guy who feels the #MeToo movement is preventing you from flirting, it's possible you were never actually flirting",False,normal
266,"Tonights Class Discussion: Gender based racial oppression in Black America.', 'The impacts of Patriarchy, Misandry,.",False,normal
267,The man in my dp broke Porkistan into Two...He showed m.,False,normal
268,".Is Spiros the Goatfucker showing the game tonight?', '#AVFC.",False,normal
269,But he?s MY goatfucker.,False,normal
270,Hes a goatfucker.,False,normal
271,.goatfucker.,False,normal
272,"Chris McDaniels was in as dirty of a race as you could get.', 'The Swamp did EVERYTHING possible to keep Senator Thad.",False,normal
273,It is widely acknowledged that Erdogan is a goatfucker..,False,normal
274,"If Grand Architect of the Unverse is allowed, than equally the Grand Goatfucker of the Universe is..",False,normal
275,My remark: Tusk - european cheap whore with smelly goatfucker from Turkey..,False,normal
276,.Get out of my mentions you goatfucker..,False,normal
277, We will never bombing or kill in the name of God..#goatfucker.,False,normal
278,The guy who called a sitting Supreme Court Justice a goatfucker and Michelle Obama a Marxist harpy is s.,False,normal
279," Did Phil just say GOATFUCKERS INTERNATIONAL ????', '. 12:32 ?? Knowing that?s a derogatory term used towa.",False,normal
280,None of them keep prostitutes and female sex slaves as pedo goatfucker muham-head did.,False,normal
281,middle easterners being grouped with white people in the ethnic sections of applications is really funny :))) bc.,False,normal
282," I love, love, love that your doughy, cynical, cowardly, poseur, unimaginative, retro-grade, faux-Christ.",False,normal
283,".Look at the English of this Goatfucker, and he works for some US company..",False,normal
284,".I made up Goatfucker, but not Pigfucker..",False,normal
285,This photo only proves that Israel is peaceful unless they are being attacked direct.,False,normal
286,.the goatfucker who made this book #notislamophobic.,False,normal
287,"Haven't talked to you in ages."", ""Feels like I don't even know u anymore?"", 'Only thing I know about u is tha.",False,normal
288,"I ain't do it bro I swear it's .g00dgirlsteph you gotta watch out for."", 'She found out my grandpa f.",False,normal
289,"If they didn?t want to be called a goatfucker, they wouldn?t photoshop themselves fucking the goat..",False,normal
290,"No, they are not.', ""A goatfucker fucks goats, he doesn't just say he does to gross you out.""]",False,normal
291,"BlueManc71 You said Hanzo, it's Genji!"", ""I'm a Weebo""]",False,normal
292,"I mean, A lot of people look at porn, but it?s not good to be a weebo, that?s just messed up.",False,normal
293,"I'm just here, going to watch some weebo references on a motherfucking big screen but NO I GET ANYTHING MAYBE AN EV",False,normal
294,"Happy Easter, guys!!!!', '??.",False,normal
295,".I hate otome.', 'Its all about call of duty!', 'YOU ALL are crazy for liking girly otome games!', 'Play a REAL game!', 'Play ca.",False,normal
296,realDonaldTrump Stop yelling..,False,normal
297,"realDonaldTrump I'll never be able to call him anything else now.""]",False,normal
298,Legacy league it?s this nigga junbay league.,False,normal
299,Yeah smh.,False,normal
300,.Head still spinning and I got a game today.,False,normal
301," well hello there!', ': kote218.",False,normal
302, I'd like to do this.,False,normal
303,"Are you ready for weddings?', 'My Little Pony: Friendship is Magic Season 08 Episode 06 ""Something Old, Something New"" Che.",False,normal
304, If i was then you would be the teacher of the ultimate weebo.,False,normal
305,.Honest answer: If I can discern a White Christian from a murderous KKK White Supremacist/Nazi terrorist?you can dis.,False,normal
306,"You're obviously feeling threatened by Corbyn, but you shouldn't worry so much."", ""He'll make the country better""]",False,normal
307,".4 or 5 April 1944 | Alma Ros?, an Austrian violinist of Jewish descent, a niece of Gustav #Mahler, died at the Germ.",False,normal
308,Hopefully he showed his Nazi friends how to build bombs the way he did..,False,normal
309," I get some flack about using the terms #genocide, #holocaust, or #nazi-ism when I write about Cda's genocidal history tow""]",False,normal
310,"Andy shares his ""positive conservative vision"" with the Nazi sympathizers at Rebel Media.', '.AndrewScheer .CPC.HQ #cdnpoli #y.",False,normal
311,"Disenfranchised?', 'No.', 'They are protesting to give up rights which is the opposite of disenfra.",False,normal
312,"Every potential employer, when they Google Douglass Mackey, should see that he?s a Nazi.', 'Anyone who hires him should be pub.",False,normal
313,"You're obviously feeling threatened by Corbyn, but you shouldn't worry so much."", ""He'll make the country better for all,""",False,normal
314,.Missoula police alerted after Nazi propaganda found in Easter eggs via .missoulian.,False,normal
315,..JakeHighwell .Keque.Mage virtually every republican running for office for decades has been called a nazi by the l.,False,normal
316,"I find it disturbing when someone says (especially a witness to Nazi Germany), says it'""]",False,normal
317,"This guy, Douglass Mackey, 28, went to Middlebury, son of lobbyist Scott Mackey, lives in Manhattan.', 'He?s a Nazi with a hug.",False,normal
318,"Must say that, .pewdiepie Is the least alt-right scumbag there is, but you might hone in your missiles f.",False,normal
319,"Whoa whoa whoa, don't call the guy who wants to execute millions of people a Nazi."".",False,normal
320,"Hitler did NOT enact a gun ban in NAZI Germany.', 'In fact, it was more of the opposite.', 'How.",False,normal
321," In 2018, white supremacists &amp; white supremacist sympathizers will represent Republicans on the ballot in Arizona, Illinois, I.",False,normal
322,"A tale of two people at #AnimeMatsuri.', 'One had a table in Artists Alley and posted a sign in support of sexual harassment vic.",False,normal
323,This will cheer you up:.,False,normal
324,Rakitic has been bossing Kroos 2 times a season for God knows how long now but apparently Lucho turning down that overhyp.,False,normal
325," The nazi left want to end 2nd i say civil war 2 .', 'i will die for my rights.",False,normal
